FMID;MarketName;Website;street;city;zip;Season1Date;x;y
1637039610;Sushi Nugat;no data;Wöwozowa ;no data;no data;no data;21.0707018;52.1321588
1637051411;Dolce Far Niente;https://www.dolcefarniente.pl/;Wöwozowa ;no data;no data;"Mo-Fr 12:00-22:00; Sa,Su 12:00-22:30";21.069652;52.1318724
1637055891;Malibu;no data;Wöwozowa ;no data;no data;no data;21.0699632;52.1319521
1637566284;Egipcjanka 1;no data; ;no data;no data;no data;19.446188;51.0666219
1640396737;Santorini;http://www.santorinigdynia.pl;åwiÍtojaÒska 61;no data;81-391;no data;18.5404833;54.5142191
1640461248;Nova;no data;Aleja Henryka 29;ChrzanÛw;32-500;no data;19.402059;50.1408123
1641063663;Apteka úw. Anny;no data; ;no data;no data;no data;18.8744341;50.1363182
1641157981;"Dom przyjÍÊ i restauracja ""CyprianÛwka""";no data; ;no data;no data;no data;18.697639;49.9993473
1641239544;Europa;no data;JÍdrzeja åniadeckiego 20;no data;no data;no data;19.2388114;50.0336515
1641239568;MeksykaÒska;no data;JÍdrzeja åniadeckiego 24;no data;no data;no data;19.2398374;50.0350156
1641962984;Restauracja w straønicy;no data; ;no data;no data;no data;19.1392475;49.4820515
1642092984;Bistro 8;no data;Przemys≥owa 50;no data;18-305;no data;22.0927051;52.9085807
1643525849;Sielanka;no data;Krywa≥dzka 1;no data;no data;no data;18.6156758;50.2248746
1643548028;Karczma Wrazidlok;no data; ;no data;no data;no data;18.6092634;50.2221796
1644166894;Stare Kino;no data; ;no data;no data;no data;16.6779205;54.3605931
1644167145;Pod Dzikiem;no data; ;no data;no data;no data;16.6253779;54.3378678
1645040725;Restauracja Rydzewski;http://rydzewski.pl/restauracja/;Armii Krajowej 32;E≥k;19-300;no data;22.3558605;53.8233677
1646056939;Miami;no data; ;no data;no data;no data;19.2376909;50.0344717
1646057277;Teatralna;no data; ;no data;no data;no data;19.2383506;50.0355137
1646913773;Zajazd Zielona Ostoja;no data; ;no data;no data;no data;18.9713537;50.5437896
1647124728;Figaro;no data; ;no data;no data;no data;18.8870993;50.5637309
1647124762;Pizzeria;no data; ;no data;no data;no data;18.8860745;50.5643998
1647149153;Gusto Dominium;no data;Aleja Wojska Polskiego 62a;no data;no data;"Mo-Sa 11:00-23:00; Su 12:00-23:00";20.7922548;52.1539804
1647342814;GÛralska Chata;no data; ;no data;no data;"Su-Th 10:00-22:00; Fr-Sa 10:00-24:00";18.5959718;49.9452788
1649033228;Biesiadowo;no data;Fiodora Dostojewskiego 5G;£Ûdü;no data;no data;19.5386385;51.7547044
1649250156;PrzystaÒ;no data;Plac Wolnoúci ;Miko≥ajki;11-730;no data;21.5710961;53.8007099
1650225359;Sushi Yokozuna;http://www.yokozuna.com.pl;Wolska 78/80;Warszawa;01-141;no data;20.9604149;52.2327147
1650402462;Wyrwigrosz;http://wyrwigrosz.com.pl/; ;no data;no data;no data;18.602903;49.9473767
1651516013;ZespÛ≥ Pa≥acowo-Parkowy w Ma≥kowie;https://www.malkow.com.pl/;97;no data;98-220;no data;18.6342272;51.6929747
1651616911;Zacisze Leúne;no data; ;no data;no data;no data;18.6496419;50.2140496
1653317589;Paradox;no data; ;no data;no data;no data;15.0138112;51.1546291
1654337755;Restauracja Italiana;no data;Øo≥nierska 43;Olsztyn;no data;no data;20.4991397;53.7683674
1657234716;Sala restauracyjno-bankietowa;https://zajazdjurajski.pl/;1;Podlesice;42-425;no data;19.5329578;50.5670652
1657256409;Berkowa GÛra;https://zajazdjurajski.pl/;1;Podlesice;42-425;no data;19.5330958;50.5674463
1657380063;Ostaniec;no data;82;Podlesice;no data;no data;19.5337402;50.5680421
1665265880;"Dom Weselny ""VERONA""";http://www.verona-dalikow.pl;£Ûdzka 41579;DalikÛw;99-205;no data;19.1052939;51.8794527
1666010982;Pod Kogutem;no data;Przemys≥owa 3;E≥k;19-300;no data;22.3926813;53.8327735
1667957574;Wenecka;no data;M≥yÒska 10;Chojnice;89-600;no data;17.5601417;53.6960884
1668618717;"Klub ""U studentÛw""";no data; ;no data;no data;no data;21.573727;53.0748514
1669471512;Bravo Roberto;no data; ;no data;no data;no data;21.032863;52.2057817
1670816853;Mateo;no data;Jana Dekerta 17;KrakÛw;30-703;"Mo-Fr 10:00-17:00; Sa 12:00-16:00; Su off";19.9662117;50.0460877
1671601932;A La Carte;http://www.restauracja-alacarte.pl;WiÍüniÛw OúwiÍcimia 8;OúwiÍcim;32-600;no data;19.2008892;50.0352506
1672453713;Restoranas;no data; ;no data;no data;no data;18.1242699;52.180146
1672598075;Jad≥odajnia Gama smakÛw;https://www.facebook.com/gamasmakow.zielna7/; ;no data;no data;"Mo-Fr 11:00-17:00; Su 11:00-15:00; Sa off";20.8818881;51.1199976
1673211763;"Tawerna Rybna ""Z≥ota Podkowa""";http://www.ryby.tp1.pl/;Marynarki Polskiej 3;Ustka;76-270;no data;16.8538729;54.5858497
1675112787;Sphinx;no data;Aleja Wojciecha Korfantego 5;Katowice;40-005;10:00-23:00;19.0229757;50.2613991
1676853740;"Pizzeria ""ROMA""";no data; ;no data;no data;no data;20.7653287;52.5762507
1678990530;Don Giovanni;no data; ;no data;no data;no data;16.161775;51.2076343
1684742019;Siesta;no data;Plac Tadeusza Koúciuszki 24;PoddÍbice;99-200;no data;18.9514881;51.8917805
1688974167;Karczma Pod Lotniskiem;http://www.karczmapodlotniskiem.pl/; ;no data;no data;no data;19.0128742;49.8051368
1690896377;Restauracja Ponderosa;no data; ;no data;no data;no data;14.5716263;53.5016005
1691330841;Fabryka Pizzy;no data;StaÒczyka 14;KrakÛw;30-126;Mo-Su 11:00-22:00;19.8920166;50.077989
1695852705;Bajada;http://bajada.pl/;Bia≥kÛw GÛrny ;no data;62-604;24.lip;18.5668771;52.1501862
1696291157;Pizza Pelati;no data;Mieszka I 14;Bia≥ystok;15-054;no data;23.1912105;53.1334418
1696629788;S≥oneczna;no data; ;no data;no data;no data;18.0367827;53.1087785
1699461169;Padwa;www.padwa.pl/index-1.php?ss-1;Stanis≥awa Staszica 23;no data;no data;no data;23.2525269;50.7164549
1699497802;Da Grasso;no data; ;no data;no data;"Mo-Th 10:00-22:00; Fr-Sa 10:00-00:00; Su 12:00-22:00";23.2538505;50.7163212
1699965127;Bohema;no data; ;no data;no data;Mo-Su 11:00-00:00;23.2518176;50.7165543
1699965167;Grotex;no data; ;no data;no data;"Mo-Sa 09:00-20:00; Su 10:30-20:00";23.2534204;50.718596
1699965187;Kameralna;no data;Zamenhofa Ludwika ;no data;no data;no data;23.2535186;50.7183741
1699965238;Kin Khao;no data; ;no data;no data;"Mo-Sa 11:00-21:00; Su 12:00-21:00";23.2534852;50.7161603
1699965262;Skarbiec Wina;www.skarbiecwina.pl; ;no data;no data;Mo-Su 11:00-24:00;23.2520943;50.716592
1699965283;Sobiepan;no data;Rynek Wielki 3;ZamoúÊ;22-400;"Su-Th 10:00-22:00; Fr-Sa 10:00-00:00";23.2515618;50.716938
1699965286;Stary DwÛr;www.senatorhotel.pl/index.php?area=restauracja; ;no data;no data;no data;23.2534303;50.7181882
1699965291;Verona;no data; ;no data;no data;"Mo-Th 12:00-00:00; Fr-Su 11:00-00:00";23.2516711;50.7170242
1700357283;Megapizza;no data; ;no data;no data;"Mo-Th 10:00-23:00; Fr,Sa 10:00-24:00; Su 10:00-22:00";19.2374633;50.2259851
1703151856;Pod Øaglami;no data;Marii Zientary-Malewskiej 20;Olsztyn;no data;no data;20.4969411;53.7865493
1703486747;U Justyny;no data; ;no data;no data;"Mo-Sa 10:00-20:00; Su 11:00-20:00";21.0574411;52.1326082
1704522792;Kosher Falafel;no data;Twarda 6;Warszawa;00-950;Su-Th 10:00-22:00;21.0013541;52.2361473
1704574476;Bratek;no data; ;no data;no data;no data;19.2356741;50.2253563
1705470477;èrÛdlana;http://www.zrodlana.eu;Tadeusza Koúciuszki 73;Z≥oty Potok;no data;no data;19.4301836;50.7054872
1705478518;Gosciniec;no data; ;no data;no data;no data;16.8086661;52.3923498
1706248920;Pizzeria Mefisto;no data; ;no data;no data;no data;18.8507148;50.3672825
1706305098;Odlot;no data; ;no data;no data;no data;19.2074935;50.9062503
1706306357;Zajazd WysoczaÒski;http://www.zajazd-wysoczanski.com.pl/;Mykanowska 25;Koúcielec;42-240;10:00-19:00;19.2079088;50.9058842
1706627958;Galaxy;no data;Przedborska 1;no data;97-350;no data;19.5987338;51.2144938
1707664228;Ranczo Furia;no data; ;no data;no data;no data;20.1436446;49.9603104
1708052674;Wiejska chata;no data;LeúnikÛw Polskich 40;£ask;98-100;no data;19.1901991;51.6059384
1710312222;Pizza I Monelli;http://www.imonellipizzeria.pl/;Nugat 9;no data;02-776;Mo-Su 12:00-22:00;21.0514279;52.1553221
1711269973;Niez≥y M≥yn;https://niezly-mlyn.pl; ;no data;no data;"Mo-Sa 12:00-22:00; Su 13:00-21:00";15.9308986;51.2712436
1713910763;Karczma Solna;http://www.karczmakolobrzeg.pl/; ;no data;no data;Mo-Su 13:00-22:00;15.5631288;54.1783781
1716827281;Pizzeria Haos;no data;Lipowa 33A;Z≥otoria;87-124;no data;18.7217413;52.9900084
1717791015;Pa≥acyk;no data; ;no data;no data;no data;17.0339506;51.1026472
1717903049;Mamma mia;no data; ;no data;no data;no data;16.9082248;52.4621873
1717908200;La Spezia;http://www.villa-stella-maris.de/de/restaurant.php; ;no data;no data;no data;14.4432344;53.9294632
1718306712;Unagi Sushi Bar;http://casadeltoro.szczecin.pl/; ;no data;no data;no data;14.5607228;53.4243531
1718306715;Sami Swoi;http://tawernanarynku.pl/; ;no data;no data;no data;14.5595247;53.4238146
1718306737;Public Cafe;no data; ;no data;no data;"Mo-Th 10:00-24:00; Fr-Sa 10:00-01:00; Su 11:00-23:00";14.5609077;53.4243346
1718503218;Francesco;no data; ;no data;no data;no data;20.9575485;53.8624877
1718503225;PrzystaÒ WarmiÒska;no data; ;no data;no data;no data;20.9537907;53.8646404
1718503235;Na Rynku;no data; ;no data;no data;no data;20.955785;53.8637838
1718541116;Tawerna Na Brzegu;no data; ;no data;no data;no data;20.8874295;53.8567461
1720400086;Dafiori;http://dafiori.pl;Genera≥a Kazimierza Pu≥askiego 16;E≥k;no data;"Su-Th 12:00-24:00; Fr-Sa 12:00-03:00";22.3445724;53.8226997
1721086816;Sphinx;http://www.sphinx.pl/restauracja-28/;Rynek 39-40;Wroc≥aw;50-102;"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 10:00-24:00; Su 10:00-23:00";17.033542;51.1102376
1722390461;Dolce Vita Restocafe;no data;Osiedle ZwyciÍstwa 110;PoznaÒ;61-640;no data;16.922344;52.4385965
1722551567;fishka fiszka;www.fishka-fiszka.pl;Solna 12;Ko≥obrzeg;78-100;Mo-Su 11:00-22:00;15.5660327;54.1826088
1722837363;Domek Kata;http://www.winogrona.pl/domek-kata/0.html;Ratuszowa 1;Ko≥obrzeg;78-100;"Mo-Su 10:00-23:00;Sa 10:00-22:00";15.5765974;54.1767084
1723172175;"Restauracja ""JaskÛ≥ka""";no data; ;no data;no data;no data;18.159712;52.3096284
1723172198;"Restauracja ""KasztelaÒska""";no data; ;no data;no data;no data;18.167229;52.3139157
1723361553;Karczma Strzelna;no data; ;no data;no data;no data;19.92708;51.809797
1723904588;Kolorowa;no data; ;no data;no data;no data;16.1559479;51.2066387
1723904596;Tivoli;no data; ;no data;no data;no data;16.1570632;51.205739
1725454298;Awra;no data; ;no data;no data;no data;17.9631875;51.2846333
1726007907;E≥czanka;http://www.elczanka.eu/;Suwalska 69;E≥k;no data;no data;22.3809265;53.8319282
1727867996;Lokal na RybÍ;http://lokalnarybe.pl;Kwiatowa 38412;Warszawa;02-579;no data;21.0122599;52.2018642
1728036487;Fabrykant;no data; ;no data;no data;no data;19.4800953;51.7411102
1729454627;Piwniczka;no data;Rynek 17;no data;38-700;no data;22.5867921;49.430376
1729454666;Restauracja Bieszczadzka;no data;Rynek 19;no data;38-700;no data;22.5866526;49.4301492
1729474833;Orlik;no data; ;no data;no data;no data;22.575124;49.4339212
1732281258;Pizzeria Duo;no data; ;no data;no data;no data;19.204052;51.1876106
1732323428;P jak Pysznie;no data; ;no data;no data;no data;17.986969;51.2840913
1732323433;La Costa;no data; ;no data;no data;no data;17.9890933;51.2828915
1732323439;Biesiada;no data; ;no data;no data;no data;17.9887833;51.2806225
1732706649;"Karczma ""Rzödza""";http://www.karczma-rzadza.pl/; 57a;no data;05-205;no data;21.2713579;52.4004083
1733661307;St Antonio. Chleb i wino;http://www.stantonio.pl;Senatorska 37;Warszawa;00-095;"Mo 12:00-00:00; Tu-Sa 11:00-00:00; Su 12:00-00:00";21.0052043;52.2424504
1733661308;Senatorek;http://senatorek.pl;Senatorska 22;Warszawa;00-095;no data;21.0066776;52.2436521
1733861936;"Restauracja ""Herbowa""";no data;Pocztowa 2;Mieúcisko;62-290;no data;17.3333292;52.7432022
1734388013;Pizzeria Paola;no data; ;no data;no data;"Tu-Sa 16:00-22:00; Su 15:00-22:00";17.7118025;50.8748548
1736668890;Ondraszkowa Izba;no data; ;no data;no data;no data;18.8592902;49.6555838
1738597623;Restauracja Felix;http://www.hotelfelix.pl/restauracja; ;no data;no data;no data;20.0281009;50.0882081
1739173875;Hoang-Hai;no data;Kapelanka 15;KrakÛw;30-347;Mo-Su 10:00-22:00;19.9255297;50.0396261
1740130522;Gospoda Rycerska;https://www.szydlow.pl/index.php?id=turystyka/gastronomia;Rynek 8;no data;28-225;no data;21.0010844;50.5912156
1740232157;All Stars Grill & Pub;no data;Jana Paw≥a II 1;Miko≥Ûw;43-190;"Mo-Fr 09:00-21:00; Sa-Su 10:00-21:00";18.9049278;50.1697513
1740232179;Brawa;no data; ;no data;no data;no data;18.9039082;50.1695575
1740232194;Rybka;no data;Rynek 2;Miko≥Ûw;43-190;no data;18.9046768;50.1698245
1740232238;Pierogarnia pod Anio≥ami;no data; ;no data;no data;no data;18.9041032;50.1687024
1740232243;Viva;no data; ;no data;no data;no data;18.9039245;50.1686501
1740232325;Silesia;no data;Stefana Okrzei 1;Miko≥Ûw;43-190;Mo-Sa 10:00-22:00;18.9058815;50.1703056
1743323020;Pizza Club;no data; ;no data;no data;no data;22.4548416;53.6506917
1744065968;Galeria;no data; ;no data;no data;no data;15.1988663;53.9209047
1744087751;Pod Rakiem;no data; ;no data;no data;no data;14.3989845;52.8577425
1744105895;Gringo;http://www.gringo.pila.pl/; ;no data;no data;no data;16.7782103;53.1540222
1744110031;Huong Sen;no data;Komuny Paryskiej 40;no data;no data;"Mo-Sa 10:00-22:00; Su 11:00-21:00";14.5650129;53.4518977
1744123552;"Pizzeria ""La Gondola""";http://lagondola.pl/;Franklina Delano Roosevelta 56;Pi≥a;64-920;"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00";16.7515298;53.1507644
1744156351;Ramzes;no data;Boles≥awa Chrobrego ;no data;73-150;no data;15.6105248;53.6448007
1744158160;Aramia;http://romera.aramia.pl; ;no data;no data;"Mo-Th 12:00-22:00; Fr-Sa 12:00-24:00; Su 12:00-22:00";14.4875385;53.4532538
1744158543;Bar Dobra Kuchnia;no data; ;no data;no data;no data;14.5169257;53.4303971
1744591270;Pizzeria Przy Stadionie;no data; ;no data;no data;Mo - Su 12:00-22:00;19.5569031;49.6603438
1744591592;"""Zawojanka""";no data; ;no data;no data;no data;19.5572585;49.6602635
1744961616;Zajazd U Jerzego;no data; ;no data;no data;no data;21.0458953;52.0576936
1746151312;Da Grasso;no data; ;no data;no data;no data;16.643851;50.4367056
1746151315;Pyza K≥odzka;no data;SpÛ≥dzielcza 21A;no data;57-300;no data;16.640568;50.4343138
1747066362;ESTELLA;no data; ;no data;no data;no data;16.8730078;52.4747748
1747093988;u Ewy;http://www.bar-u-ewy.pl; ;no data;no data;no data;20.328924;53.1499981
1747323703;Tatarynka;no data;CieliczaÒska 1;Supraúl;16-030;no data;23.344467;53.2047061
1747324469;Ojcowizna;no data; ;no data;no data;no data;23.3426699;53.2062644
1747324948;Bohema;no data; ;no data;no data;no data;23.3423077;53.2067094
1747331463;Restauracja Prowincja;no data;JÛzefa Pi≥sudskiego 11;Supraúl;16-030;no data;23.3372061;53.2063225
1747423489;JarzÍbinka;https://pl-pl.facebook.com/Bar-Jarz%C4%99binka-Supra%C5%9Bl-149370101826389; ;no data;no data;"Apr-Sep 11:00-19:00; Oct-Mar Tu-Su 11:00-18:00";23.3400423;53.2059909
1748491558;Pueblo;https://www.restauracjapueblo.com.pl/;Antoniego Abrahama 56;Gdynia;no data;Mo-Su 12:00-23:00;18.5387016;54.5154426
1748535779;Hotel Relax;no data; ;no data;no data;no data;17.0067879;52.5686034
1748543110;Pizzeria Italia;no data; ;no data;no data;12:00-22:00;17.0089943;52.5739871
1748653546;Telepizza;no data; ;no data;no data;no data;20.9189763;52.2500089
1749516350;PiÍÊ DÍbÛw;no data;Rymarka 7;Supraúl;16-030;no data;23.3250395;53.2204546
1751760448;Smakosz;no data; ;no data;no data;no data;18.81301;49.8950758
1752505246;Pizza TIme;https://www.pizza-time.pl;SkarbowcÛw 81a;no data;53-025;"Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-00:00";16.9935737;51.0720265
1752589416;Pizzeria LasPalmas;http://www.laspalmas.pl/;Gryfa Pomorskiego 52H;Gdynia;no data;Mo-Su 12:00-22:00;18.4866308;54.4679315
1754603449;"Karczma ""Baba Jaga""";no data; ;no data;no data;no data;21.3610951;51.3798657
1754919214;Bazylia;http://www.wowsushi.pl;S≥owicza 1a;no data;no data;no data;20.7251143;52.122711
1755174412;Bazylia i Oregano;http://www.bazyliaioregano.pl/;Wysoka 12;PoznaÒ;61-850;"Mo-Fr 12:00-22:00; Sa 12:00-23:00; Su 12:00-20:00";16.9294929;52.4054606
1755955751;Pizzeria Leone;no data; ;no data;no data;no data;18.6192889;54.3239596
1757110161;Sztygarka;no data; ;no data;no data;no data;18.9644717;50.2983749
1758492875;Konik na biegunach;http://www.koniknabiegunach-restauracja.pl; ;no data;no data;no data;19.9393638;50.0585808
1758520696;Zaúcianek;http://www.restauracja-zascianek.pl; ;no data;no data;Mo-Su 12:00-24:00;20.8515359;51.1208009
1758773334;Dworek Pod Platanem;no data;Marcina 35;no data;no data;no data;18.5641204;50.3184905
1759548276;IZABELL;http://www.salaizabell.pl;Wolska 30;Bratoszewice;95-011;no data;19.6433992;51.9324156
1760095706;Karczma U Ujca;http://www.uujca.pl; ;no data;no data;08:00-20:00;18.893478;49.5635033
1760513383;Kolumb;no data; ;no data;no data;7:00-22:00;14.5540175;53.4199923
1760621190;Dom Zdrojowy;no data;Plac Bogumi≥a Hoffa 3;Wis≥a;no data;no data;18.8603247;49.65517
1761138238;Gruby Benek;no data; ;no data;47-232;no data;18.2322799;50.349528
1761138921;Da Grasso;no data; ;no data;no data;"Mo-Fr 9:00-21:00; Su 10:00-20:00";18.5973031;49.9511186
1761138937;Guty;no data; ;no data;no data;"Mo-Fr 9:00-21:00; Su 10:00-20:00";18.5972817;49.9511963
1761624102;Pizzeria Carmelo;no data; ;no data;no data;no data;21.2304659;52.2229975
1761663262;OleÒka;no data; ;no data;no data;no data;15.4915533;54.1589217
1762130502;Merliniego 5;no data; ;no data;no data;no data;21.0254511;52.1953952
1762141399;Mandala;http://mandalaklub.com;Emilii Plater 44144;Warszawa;no data;no data;21.0073024;52.223664
1763555507;Zielona Papuga;https://www.zielona-papuga.pl/;Jana Uphagena 25;GdaÒsk;80-237;no data;18.6172018;54.3765672
1764248454;Bistro 19;no data; ;no data;no data;no data;19.2025008;49.6888841
1764540563;Pizzeria Diavolo Perfetto;http://www.diavolo-perfetto.pl/; ;no data;no data;"Mo-Sa 10:00-22:00; Su 12:00-22:00";22.0808259;53.1757539
1765999081;Pizzeria Osteria;no data; ;no data;no data;no data;17.9763389;51.2780114
1767432271;Smakosz;no data; ;no data;no data;no data;18.8758147;50.2847025
1767521947;Pizza Hut;no data; ;no data;no data;"Mo-Sa 08:30-21:00; Su 10:00-20:00";14.5496181;53.4284403
1767521948;Pizza Hut;no data; ;no data;no data;no data;14.5555291;53.4343079
1767534276;Ziemniak i SpÛ≥ka;no data; ;no data;no data;no data;14.5502002;53.4285649
1768796292;Chata Nad Wis≥ö;no data;Katowicka ;no data;no data;no data;18.809889;49.7666877
1768796358;it me!;no data; ;no data;no data;no data;18.7606343;49.8551107
1769427938;OpenSource;http://www.opso.pl/;Profesora Micha≥a Øyczkowskiego 23;no data;31-864;Mo-Fr 08:00-16:00;19.9918346;50.0795634
1769427944;Dobre Smaki;http://dobresmaki.pl;Aleja Jana Paw≥a II 41c;KrakÛw;31-864;no data;19.9941842;50.0793603
1770247948;Goúciniec Staropolski;http://www.gosciniecstaropolski.pl;PodgÛrna 1;no data;76-220;no data;17.3747727;54.6200571
1770257174;Dyspensa;no data; ;no data;no data;no data;21.0194413;52.2223898
1770257175;Flaming & Co;http://flaming-co.com/warszawa/;Fryderyka Chopina 5;Warszawa;no data;no data;21.0198304;52.2222861
1770257178;Yummy;no data;Krucza 16/22;Warszawa;00-526;no data;21.0194944;52.22578
1771327430;"Restauracja ""Plaøa Stogi""";http://www.plazastogi.pl; ;no data;no data;no data;18.7297158;54.3732343
1771393927;Hong Ha;no data;Legnicka 32;Wroc≥aw;no data;Mo-Fr 11:00-22:00, Sa 12:00-22:00, Su 12:00-21:00;17.0127164;51.112308
1771414008;Z≥oty Las;no data;5;no data;59-540;no data;15.8801516;51.0986978
1771863919;Anker;http://www.anker.com.pl/;Aleja Marsza≥ka JÛzefa Pi≥sudskiego 50;Gdynia;81-382;"Mo-Fr 07:30 - 22:00; Sa-Su 09:00 - 22:00";18.539555;54.5093441
1772035380;Valmont;no data;Admira≥a JÛzefa Unruga 56;Gdynia;no data;"Mo-Fr 12:00-21:00; Sa, Su 12:00-21:30";18.50949;54.5508041
1772166026;Osteria Fino;http://osteriafino.pl/;Armii Krajowej 9;Gdynia;81-388;"Mo-Th 13:00-22:00; Fr,Sa 13:00-23:00; Su 12:00-23:00";18.5427124;54.5171865
1772188806;W Ogrodach;http://www.wogrodach.pl;W≥adys≥awa IV 49;Gdynia;no data;"Mo-Fr 11:00-24:00; Sa 13:00-24:00, Su 13:00-21:00";18.5380084;54.5113501
1772199546;Taj Mahal;no data;Antoniego Abrahama 86;Gdynia;no data;no data;18.5381277;54.5125692
1772202191;La Vita;no data;Antoniego Abrahama 80-86;Gdynia;81-387;no data;18.5383147;54.5130705
1772205709;"Bar Mleczny ""S≥oneczny""";http://www.barmlecznysloneczny.pl; ;no data;no data;"Mo-Fr 06:30-19:00; Sa 09:00-16:00";18.5386609;54.5151533
1772205712;BioWay;no data;Antoniego Abrahama 68;Gdynia;no data;no data;18.5384738;54.5142492
1772515783;Willa Lubicz;no data;Or≥owska 43;Gdynia;81-522;no data;18.5557543;54.4796816
1772538810;Restauracja Britannica Steakhouse;http://www.britannica-steakhouse.pl;Aleja ZwyciÍstwa 255;Gdynia;no data;07:00-23:00;18.5543483;54.4776811
1772622034;Karczma pod Lasem;no data; ;no data;no data;no data;19.2258808;50.3165961
1772669463;Bella Pasta;no data; ;no data;no data;no data;20.9959457;52.2352747
1772669468;White Tiger;no data; ;no data;no data;"Mo-Sa 12:00-22:00; Su 13:00-21:00";20.9953635;52.2366512
1772724850;MiÍdzy-Nami;http://www.glebiasmaku.pl/krakow/681,Miedzy_Nami,restauracja.html;Zygmunta Mi≥kowskiego 3;KrakÛw;30-349;"Mo-Fr 09:00-19:00; Sa,Su 12:00-18:00";19.920802;50.0269095
1772728834;Pizzeria;no data;Jana Karskiego 4;Ruda ålöska;41-717;no data;18.8857623;50.2641208
1772751666;Bistro - Fornetti;no data;Rolna 4;Katowice;40-555;"Mo-Sa 07:30-21:00; Su 09:00-19:00";18.9935372;50.2301915
1772751669;Kebab;no data;Miko≥owska 56;Katowice;40-555;no data;19.0055749;50.2513305
1772751673;Tele Pizza;no data;Miko≥owska 56;Katowice;40-555;no data;19.0055189;50.2512698
1772766444;Restauracja la Strava;no data; ;no data;no data;no data;21.0904355;52.2467684
1772790885;Restauracja Willa;http://restauracjawilla.pl/; ;no data;no data;no data;14.5391852;53.4337522
1772981297;Chata Rybaka;no data; ;no data;no data;no data;18.5486515;54.518633
1773072071;Pieroøek;http://www.barpierozek.com.pl; ;Pabianice;95-200;"Sa 09:00-15:00; Mo-Fr 09:00-17:00";19.3273404;51.6603318
1773176673;Willa Impresja;http://www.willa-impresja.pl; ;Pabianice;95-200;no data;19.3458455;51.668669
1773330359;Trattoria Toscana;http://www.trattoria-toscana.pl/;plac Or≥a Bia≥ego 10;no data;70-562;"Su-Th 10:00-24:00; Fr-Sa 10:00-01:00";14.5551624;53.4261575
1773373138;Pizzeria K-2;no data; ;UniejÛw;99-210;no data;18.7896416;51.9728102
1773373139;Pizzeria Twister;no data;Rynek 9;UniejÛw;99-210;no data;18.7935955;51.9744947
1773373142;Zorbas;no data;B≥ogos≥awionego Bogumi≥a 9;UniejÛw;99-210;no data;18.7934945;51.973388
1773382607;Argila - Kebab Pizza;no data; ;no data;no data;no data;18.885368;50.2698429
1773382609;Pub Posesja;no data; ;no data;no data;no data;18.8847752;50.2698497
1773675484;Dom Tkacza;https://www.facebook.com/DomTkaczaPabianice/;åwiÍtego Jana 20;Pabianice;95-200;no data;19.3548643;51.6670021
1773689594;Ma≥a Italia;no data;GÛrczewska 24;Warszawa;01-139;no data;20.9610437;52.2379696
1773692115;Ksokso;no data;Mostowa 1;no data;no data;no data;18.0006069;53.1223486
1773692122;"Restauracja ""Za Piecem""";http://www.zapiecem.pl;Mostowa 3;Bydgoszcz;85-110;"Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:00";18.0007131;53.1225748
1773692138;Sowa;no data; ;no data;no data;no data;18.0011159;53.1225891
1773949713;Restauracja Parkowa;http://www.parkowa.pl;SportowcÛw 29;Ruda ålöska;41-711;no data;18.8377127;50.27432
1773953547;Adria;http://www.restauracjaadria.pl; ;no data;no data;Mo-Su 10:00-22:00;18.8524711;50.3155731
1774717711;Kwitnöca Wiúnia;no data; ;no data;no data;no data;20.9670853;52.2331368
1774801858;Kurkuma;no data; ;no data;no data;no data;20.9712053;52.2347968
1774858143;Le Cedre 84;no data; ;no data;no data;no data;20.9909221;52.2413727
1774946580;Morskie Oko;http://www.hotelnadmorski-gdynia.pl/pl/31.ws4d;Juliana Ejsmonda 2;Gdynia;no data;no data;18.5540705;54.5051731
1775036799;Zagroda Ko≥odzieja;no data; ;no data;no data;no data;15.0275;51.1615464
1775070780;Sawa;no data;Grzybowska 5;Warszawa;no data;no data;21.0013883;52.2370127
1775223427;Restauracja Quchnia;http://restauracjaquchnia.pl/;Wojska Polskiego 88;AleksandrÛw £Ûdzki;no data;Mo-Th 12:00-22:00, Fr-Sa 12:00-23:00, Su 12:00-21:00;19.3206167;51.8162018
1775501228;Renesans;no data; ;no data;no data;no data;23.2554964;50.7170497
1775758763;Karczma Swojskie Klimaty;no data; ;no data;no data;Mo-Su 10:00-22:00;18.9944972;49.5081704
1775901698;ErywaÒ;http://restauracjaerywan.pl;Bracka 3;Warszawa;no data;"Mo-Th 07:00-23:00; Fr 07:00-00:00; Sa 10:00-01:00; Su 10:00-13";21.0200492;52.2298752
1775981898;El Mexicano;no data; ;no data;no data;"Su-Th 12:00-23:00; Fr-Sa 12:00-24:00";19.0273167;50.2574936
1775996110;Z≥oty Osio≥;no data;Mariacka 1;Katowice;40-014;"Mo-Sa 10:00-22:00; Su 12:00-22:00";19.0245497;50.2572716
1776081367;Domowe Obiady;no data; ;no data;no data;no data;19.2023446;50.3275541
